Section,Rank,Strategy,Date,From State,To State,From Asset,To Asset,Trade,Whipsaw,Duration Days,Exit Timing,Re-entry Timing,Downside Avoided,Whipsaw Severity,Transition Quality,_strategy_priority,Strategy Variants,Strategies Affected
TOP_LATE_EXITS,16.0,A-RVol v3 (NASDAQ 2-State Cash),2009-07-08,MODERATE,DEFENSIVE,TQQQ,CASH,True,True,1,-0.1369559540678433,,0.0,,63.5652855118588,0.0,7.0,A-RVol v3 (NASDAQ 2-State Cash) | A-RVol v3 (NASDAQ 2-State) | A-RVol v3 (NASDAQ) | A-RVol v3 (NASDAQ QQQ Moderate) | A-RVol v3 (S&P 500) | A-RVol v3 (NASDAQ Cash Defensive) | A-RVol v3 (NASDAQ 2-State SQQQ)
TOP_LATE_EXITS,17.0,A-RVol v3 (NASDAQ 2-State Cash),1995-07-11,MODERATE,DEFENSIVE,TQQQ,CASH,True,False,54,-0.1351956562703236,,0.1803197690109931,,78.20210276844062,0.0,6.0,A-RVol v3 (NASDAQ 2-State Cash) | A-RVol v3 (NASDAQ 2-State) | A-RVol v3 (NASDAQ) | A-RVol v3 (NASDAQ QQQ Moderate) | A-RVol v3 (NASDAQ 2-State SQQQ) | A-RVol v3 (NASDAQ Cash Defensive)
TOP_LATE_EXITS,18.0,A-RVol v3 (NASDAQ 2-State Cash),1993-02-17,MODERATE,DEFENSIVE,TQQQ,CASH,True,False,6,-0.1335397999924462,,0.0401001843712306,,67.1832387506049,0.0,6.0,A-RVol v3 (NASDAQ 2-State Cash) | A-RVol v3 (NASDAQ 2-State) | A-RVol v3 (NASDAQ) | A-RVol v3 (NASDAQ QQQ Moderate) | A-RVol v3 (NASDAQ 2-State SQQQ) | A-RVol v3 (NASDAQ Cash Defensive)
TOP_LATE_EXITS,19.0,A-RVol v3 (NASDAQ 2-State Cash),2021-03-04,MODERATE,DEFENSIVE,TQQQ,CASH,True,True,3,-0.1276618497801263,,0.0085259291488892,,65.36265235829599,0.0,6.0,A-RVol v3 (NASDAQ 2-State Cash) | A-RVol v3 (NASDAQ 2-State) | A-RVol v3 (NASDAQ) | A-RVol v3 (NASDAQ QQQ Moderate) | A-RVol v3 (NASDAQ Cash Defensive) | A-RVol v3 (NASDAQ 2-State SQQQ)
TOP_LATE_EXITS,20.0,A-RVol v3 (NASDAQ 2-State Cash),2025-03-03,MODERATE,DEFENSIVE,TQQQ,CASH,True,False,10,-0.1238716257086207,,0.3816014499306901,,85.1354049149655,0.0,6.0,A-RVol v3 (NASDAQ 2-State Cash) | A-RVol v3 (NASDAQ 2-State) | A-RVol v3 (NASDAQ) | A-RVol v3 (NASDAQ 2-State SQQQ) | A-RVol v3 (NASDAQ QQQ Moderate) | A-RVol v3 (NASDAQ Cash Defensive)
TOP_LATE_EXITS,2.0,A-RVol v3 (Semiconductors),2011-07-18,MODERATE,DEFENSIVE,USD,TLT,True,False,16,-0.2477379956441945,,0.1229118103024557,,60.104385346893125,100.0,1.0,A-RVol v3 (Semiconductors)
TOP_LATE_EXITS,4.0,A-RVol v3 (Semiconductors),2025-01-27,MODERATE,DEFENSIVE,USD,TLT,True,False,7,-0.2295383294767485,,0.2551924131215685,,72.45540046279017,100.0,1.0,A-RVol v3 (Semiconductors)
TOP_LATE_EXITS,8.0,A-RVol v3 (Semiconductors),2015-08-14,MODERATE,DEFENSIVE,USD,TLT,True,False,8,-0.168928151355139,,0.0,,59.72862183738331,100.0,1.0,A-RVol v3 (Semiconductors)
TOP_LATE_EXITS,12.0,A-RVol v3 (Semiconductors),2024-04-19,MODERATE,DEFENSIVE,USD,TLT,True,True,4,-0.1509949865800826,,0.0360456436448648,,64.76425310197928,100.0,1.0,A-RVol v3 (Semiconductors)
TOP_LATE_EXITS,13.0,A-RVol v3 (Semiconductors),2018-10-10,MODERATE,DEFENSIVE,USD,TLT,True,True,4,-0.1446599029026632,,0.2141402181263232,,79.77202910178627,100.0,1.0,A-RVol v3 (Semiconductors)
TOP_LATE_RE-ENTRIES,1.0,A-RVol v3 (NASDAQ 2-State Cash),2000-08-24,DEFENSIVE,MODERATE,CASH,TQQQ,True,False,17,,0.3813577524389044,,,41.806245798610746,0.0,6.0,A-RVol v3 (NASDAQ 2-State Cash) | A-RVol v3 (NASDAQ 2-State) | A-RVol v3 (NASDAQ) | A-RVol v3 (NASDAQ QQQ Moderate) | A-RVol v3 (NASDAQ Cash Defensive) | A-RVol v3 (NASDAQ 2-State SQQQ)
TOP_LATE_RE-ENTRIES,3.0,A-RVol v3 (NASDAQ 2-State Cash),1999-07-08,DEFENSIVE,MODERATE,CASH,TQQQ,True,False,70,,0.2910211586878233,,,50.41872440272559,0.0,6.0,A-RVol v3 (NASDAQ 2-State Cash) | A-RVol v3 (NASDAQ 2-State) | A-RVol v3 (NASDAQ) | A-RVol v3 (NASDAQ QQQ Moderate) | A-RVol v3 (NASDAQ Cash Defensive) | A-RVol v3 (NASDAQ 2-State SQQQ)
TOP_LATE_RE-ENTRIES,7.0,A-RVol v3 (NASDAQ 2-State Cash),2020-10-23,DEFENSIVE,MODERATE,CASH,TQQQ,True,False,27,,0.1860366559590831,,,64.6246259413976,0.0,6.0,A-RVol v3 (NASDAQ 2-State Cash) | A-RVol v3 (NASDAQ 2-State) | A-RVol v3 (NASDAQ) | A-RVol v3 (NASDAQ QQQ Moderate) | A-RVol v3 (NASDAQ Cash Defensive) | A-RVol v3 (NASDAQ 2-State SQQQ)
TOP_LATE_RE-ENTRIES,9.0,A-RVol v3 (NASDAQ 2-State Cash),1998-01-06,DEFENSIVE,MODERATE,CASH,TQQQ,True,False,58,,0.1741392831964223,,,79.10328601642931,0.0,6.0,A-RVol v3 (NASDAQ 2-State Cash) | A-RVol v3 (NASDAQ 2-State) | A-RVol v3 (NASDAQ) | A-RVol v3 (NASDAQ QQQ Moderate) | A-RVol v3 (NASDAQ Cash Defensive) | A-RVol v3 (NASDAQ 2-State SQQQ)
TOP_LATE_RE-ENTRIES,11.0,A-RVol v3 (NASDAQ 2-State Cash),2009-06-04,DEFENSIVE,MODERATE,CASH,TQQQ,True,False,21,,0.154993209824886,,,62.02288877931933,0.0,6.0,A-RVol v3 (NASDAQ 2-State Cash) | A-RVol v3 (NASDAQ 2-State) | A-RVol v3 (NASDAQ) | A-RVol v3 (NASDAQ QQQ Moderate) | A-RVol v3 (NASDAQ Cash Defensive) | A-RVol v3 (NASDAQ 2-State SQQQ)
TOP_LATE_RE-ENTRIES,12.0,A-RVol v3 (NASDAQ 2-State Cash),1997-05-23,DEFENSIVE,MODERATE,CASH,TQQQ,True,False,107,,0.1368433479476569,,,64.29212000527441,0.0,6.0,A-RVol v3 (NASDAQ 2-State Cash) | A-RVol v3 (NASDAQ 2-State) | A-RVol v3 (NASDAQ) | A-RVol v3 (NASDAQ QQQ Moderate) | A-RVol v3 (NASDAQ Cash Defensive) | A-RVol v3 (NASDAQ 2-State SQQQ)
TOP_LATE_RE-ENTRIES,20.0,A-RVol v3 (NASDAQ 2-State Cash),1999-01-06,DEFENSIVE,MODERATE,CASH,TQQQ,True,False,13,,0.1025959529865794,,,65.83330087125866,0.0,6.0,A-RVol v3 (NASDAQ 2-State Cash) | A-RVol v3 (NASDAQ 2-State) | A-RVol v3 (NASDAQ) | A-RVol v3 (NASDAQ QQQ Moderate) | A-RVol v3 (NASDAQ Cash Defensive) | A-RVol v3 (NASDAQ 2-State SQQQ)
TOP_LATE_RE-ENTRIES,4.0,A-RVol v3 (S&P 500),2022-01-12,DEFENSIVE,MODERATE,TLT,SSO,True,False,11,,0.1956953257882097,,,48.41594585461012,100.0,1.0,A-RVol v3 (S&P 500)
TOP_LATE_RE-ENTRIES,2.0,A-RVol v3 (Semiconductors),2025-11-03,DEFENSIVE,MODERATE,TLT,USD,True,False,15,,0.3014567647323056,,,39.26394792628434,100.0,1.0,A-RVol v3 (Semiconductors)
TOP_LATE_RE-ENTRIES,5.0,A-RVol v3 (Semiconductors),2025-02-18,DEFENSIVE,MODERATE,TLT,USD,True,False,7,,0.1946430420437319,,,43.60844491899741,100.0,1.0,A-RVol v3 (Semiconductors)
TOP_LATE_RE-ENTRIES,6.0,A-RVol v3 (Semiconductors),2024-04-01,DEFENSIVE,MODERATE,TLT,USD,True,False,14,,0.1922620217381789,,,51.81607628437626,100.0,1.0,A-RVol v3 (Semiconductors)
TOP_LATE_RE-ENTRIES,8.0,A-RVol v3 (Semiconductors),2021-04-27,DEFENSIVE,MODERATE,TLT,USD,True,False,11,,0.1790659426115053,,,48.81113460285278,100.0,1.0,A-RVol v3 (Semiconductors)
TOP_LATE_RE-ENTRIES,10.0,A-RVol v3 (Semiconductors),2010-08-06,DEFENSIVE,MODERATE,TLT,USD,True,False,10,,0.1682198983766119,,,48.2938701592275,100.0,2.0,A-RVol v3 (Semiconductors) | A-RVol v3 (S&P 500)
TOP_LATE_RE-ENTRIES,13.0,A-RVol v3 (Semiconductors),2012-10-16,DEFENSIVE,MODERATE,TLT,USD,True,False,20,,0.1320345336829995,,,64.68592205756738,100.0,1.0,A-RVol v3 (Semiconductors)
TOP_LATE_RE-ENTRIES,14.0,A-RVol v3 (Semiconductors),2019-09-16,DEFENSIVE,MODERATE,TLT,USD,True,False,45,,0.1217396784778717,,,63.53467769395978,100.0,1.0,A-RVol v3 (Semiconductors)
TOP_LATE_RE-ENTRIES,15.0,A-RVol v3 (Semiconductors),2024-12-04,DEFENSIVE,MODERATE,TLT,USD,True,False,34,,0.1206219979376181,,,69.6189801116034,100.0,1.0,A-RVol v3 (Semiconductors)
TOP_LATE_RE-ENTRIES,16.0,A-RVol v3 (Semiconductors),2026-01-09,DEFENSIVE,MODERATE,TLT,USD,True,False,19,,0.1181117578956805,,,69.29099319354567,100.0,1.0,A-RVol v3 (Semiconductors)
TOP_LATE_RE-ENTRIES,17.0,A-RVol v3 (Semiconductors),2018-03-08,DEFENSIVE,MODERATE,TLT,USD,True,False,12,,0.1112494206271483,,,69.4635059054544,100.0,1.0,A-RVol v3 (Semiconductors)
TOP_LATE_RE-ENTRIES,18.0,A-RVol v3 (Semiconductors),2023-06-20,DEFENSIVE,MODERATE,TLT,USD,True,False,37,,0.1070328281280703,,,74.63114174998529,100.0,1.0,A-RVol v3 (Semiconductors)
TOP_LATE_RE-ENTRIES,19.0,A-RVol v3 (Semiconductors),2024-10-10,DEFENSIVE,MODERATE,TLT,USD,True,False,34,,0.1033841902826708,,,75.35321305861714,100.0,1.0,A-RVol v3 (Semiconductors)
TOP_WHIPSAWS,1.0,A-RVol v3 (NASDAQ 2-State Cash),1998-08-27,MODERATE,DEFENSIVE,TQQQ,CASH,True,True,3,-0.3912752067951167,,0.0256228960314072,0.3912752067951167,35.09680686709857,0.0,6.0,A-RVol v3 (NASDAQ 2-State Cash) | A-RVol v3 (NASDAQ 2-State) | A-RVol v3 (NASDAQ) | A-RVol v3 (NASDAQ QQQ Moderate) | A-RVol v3 (NASDAQ Cash Defensive) | A-RVol v3 (NASDAQ 2-State SQQQ)
TOP_WHIPSAWS,2.0,A-RVol v3 (NASDAQ 2-State Cash),1997-10-24,MODERATE,DEFENSIVE,TQQQ,CASH,True,True,2,-0.2435434820855706,,0.1935010219114414,0.2435434820855706,66.25486390264683,0.0,6.0,A-RVol v3 (NASDAQ 2-State Cash) | A-RVol v3 (NASDAQ 2-State) | A-RVol v3 (NASDAQ) | A-RVol v3 (NASDAQ QQQ Moderate) | A-RVol v3 (NASDAQ Cash Defensive) | A-RVol v3 (NASDAQ 2-State SQQQ)
TOP_WHIPSAWS,3.0,A-RVol v3 (NASDAQ 2-State Cash),2015-08-21,MODERATE,DEFENSIVE,TQQQ,CASH,True,True,3,-0.2277175398496347,,0.0568303938234581,0.2277175398496347,57.22032672392048,0.0,7.0,A-RVol v3 (NASDAQ 2-State Cash) | A-RVol v3 (NASDAQ 2-State) | A-RVol v3 (NASDAQ) | A-RVol v3 (NASDAQ QQQ Moderate) | A-RVol v3 (S&P 500) | A-RVol v3 (NASDAQ Cash Defensive) | A-RVol v3 (NASDAQ 2-State SQQQ)
TOP_WHIPSAWS,4.0,A-RVol v3 (NASDAQ 2-State Cash),2010-05-06,MODERATE,DEFENSIVE,TQQQ,CASH,True,True,2,-0.1656039803705303,,0.2246359974681079,0.1656039803705303,78.09840215298499,0.0,7.0,A-RVol v3 (NASDAQ 2-State Cash) | A-RVol v3 (NASDAQ 2-State) | A-RVol v3 (NASDAQ) | A-RVol v3 (NASDAQ QQQ Moderate) | A-RVol v3 (S&P 500) | A-RVol v3 (NASDAQ Cash Defensive) | A-RVol v3 (NASDAQ 2-State SQQQ)
TOP_WHIPSAWS,5.0,A-RVol v3 (NASDAQ 2-State Cash),1995-10-04,MODERATE,DEFENSIVE,TQQQ,CASH,True,True,5,-0.163270951213431,,0.0,0.163270951213431,60.40748585438827,0.0,6.0,A-RVol v3 (NASDAQ 2-State Cash) | A-RVol v3 (NASDAQ 2-State) | A-RVol v3 (NASDAQ) | A-RVol v3 (NASDAQ QQQ Moderate) | A-RVol v3 (NASDAQ 2-State SQQQ) | A-RVol v3 (NASDAQ Cash Defensive)
TOP_WHIPSAWS,6.0,A-RVol v3 (NASDAQ 2-State Cash),2009-07-06,MODERATE,DEFENSIVE,TQQQ,CASH,True,True,1,-0.1552454981623757,,0.0,0.1552454981623757,61.37054022051491,0.0,7.0,A-RVol v3 (NASDAQ 2-State Cash) | A-RVol v3 (NASDAQ 2-State) | A-RVol v3 (NASDAQ) | A-RVol v3 (NASDAQ QQQ Moderate) | A-RVol v3 (S&P 500) | A-RVol v3 (NASDAQ Cash Defensive) | A-RVol v3 (NASDAQ 2-State SQQQ)
TOP_WHIPSAWS,9.0,A-RVol v3 (NASDAQ 2-State Cash),2009-07-08,MODERATE,DEFENSIVE,TQQQ,CASH,True,True,1,-0.1369559540678433,,0.0,0.1369559540678433,63.5652855118588,0.0,7.0,A-RVol v3 (NASDAQ 2-State Cash) | A-RVol v3 (NASDAQ 2-State) | A-RVol v3 (NASDAQ) | A-RVol v3 (NASDAQ QQQ Moderate) | A-RVol v3 (S&P 500) | A-RVol v3 (NASDAQ Cash Defensive) | A-RVol v3 (NASDAQ 2-State SQQQ)
TOP_WHIPSAWS,10.0,A-RVol v3 (NASDAQ 2-State Cash),2021-03-04,MODERATE,DEFENSIVE,TQQQ,CASH,True,True,3,-0.1276618497801263,,0.0085259291488892,0.1276618497801263,65.36265235829599,0.0,6.0,A-RVol v3 (NASDAQ 2-State Cash) | A-RVol v3 (NASDAQ 2-State) | A-RVol v3 (NASDAQ) | A-RVol v3 (NASDAQ QQQ Moderate) | A-RVol v3 (NASDAQ Cash Defensive) | A-RVol v3 (NASDAQ 2-State SQQQ)
TOP_WHIPSAWS,11.0,A-RVol v3 (NASDAQ 2-State Cash),2012-05-31,MODERATE,DEFENSIVE,TQQQ,CASH,True,True,1,-0.1138336565764097,,0.0,0.1138336565764097,66.33996121083082,0.0,7.0,A-RVol v3 (NASDAQ 2-State Cash) | A-RVol v3 (NASDAQ 2-State) | A-RVol v3 (NASDAQ) | A-RVol v3 (NASDAQ QQQ Moderate) | A-RVol v3 (Semiconductors) | A-RVol v3 (NASDAQ Cash Defensive) | A-RVol v3 (NASDAQ 2-State SQQQ)
TOP_WHIPSAWS,13.0,A-RVol v3 (NASDAQ 2-State Cash),2015-12-11,MODERATE,DEFENSIVE,TQQQ,CASH,True,True,1,-0.0942156822286026,,0.2452682186334881,0.0942156822286026,88.31557562324673,0.0,7.0,A-RVol v3 (NASDAQ 2-State Cash) | A-RVol v3 (NASDAQ 2-State) | A-RVol v3 (NASDAQ) | A-RVol v3 (NASDAQ QQQ Moderate) | A-RVol v3 (Semiconductors) | A-RVol v3 (NASDAQ Cash Defensive) | A-RVol v3 (NASDAQ 2-State SQQQ)
TOP_WHIPSAWS,14.0,A-RVol v3 (NASDAQ 2-State Cash),2022-08-16,DEFENSIVE,MODERATE,CASH,TQQQ,True,True,4,,0.0930695112172539,,0.0930695112172539,,0.0,6.0,A-RVol v3 (NASDAQ 2-State Cash) | A-RVol v3 (NASDAQ 2-State) | A-RVol v3 (NASDAQ) | A-RVol v3 (NASDAQ QQQ Moderate) | A-RVol v3 (NASDAQ Cash Defensive) | A-RVol v3 (NASDAQ 2-State SQQQ)
TOP_WHIPSAWS,16.0,A-RVol v3 (NASDAQ 2-State Cash),2009-08-31,MODERATE,DEFENSIVE,TQQQ,CASH,True,True,1,-0.0855331802074255,,0.0030310212495276,0.0855331802074255,69.97850007507115,0.0,7.0,A-RVol v3 (NASDAQ 2-State Cash) | A-RVol v3 (NASDAQ 2-State) | A-RVol v3 (NASDAQ) | A-RVol v3 (NASDAQ QQQ Moderate) | A-RVol v3 (S&P 500) | A-RVol v3 (NASDAQ Cash Defensive) | A-RVol v3 (NASDAQ 2-State SQQQ)
TOP_WHIPSAWS,17.0,A-RVol v3 (NASDAQ 2-State Cash),2012-06-04,MODERATE,DEFENSIVE,TQQQ,CASH,True,True,1,-0.0823656947571394,,0.0,0.0823656947571394,70.11611662914328,0.0,7.0,A-RVol v3 (NASDAQ 2-State Cash) | A-RVol v3 (NASDAQ 2-State) | A-RVol v3 (NASDAQ) | A-RVol v3 (NASDAQ QQQ Moderate) | A-RVol v3 (Semiconductors) | A-RVol v3 (NASDAQ Cash Defensive) | A-RVol v3 (NASDAQ 2-State SQQQ)
TOP_WHIPSAWS,18.0,A-RVol v3 (NASDAQ 2-State Cash),2009-07-10,MODERATE,DEFENSIVE,TQQQ,CASH,True,True,1,-0.0769111243444909,,0.0,0.0769111243444909,70.77066507866108,0.0,6.0,A-RVol v3 (NASDAQ 2-State Cash) | A-RVol v3 (NASDAQ 2-State) | A-RVol v3 (NASDAQ) | A-RVol v3 (NASDAQ QQQ Moderate) | A-RVol v3 (NASDAQ Cash Defensive) | A-RVol v3 (NASDAQ 2-State SQQQ)
TOP_WHIPSAWS,19.0,A-RVol v3 (NASDAQ 2-State Cash),2025-11-20,MODERATE,DEFENSIVE,TQQQ,CASH,True,True,3,-0.0694220592273927,,0.050182663235429,0.0694220592273927,75.6839659515472,0.0,6.0,A-RVol v3 (NASDAQ 2-State Cash) | A-RVol v3 (NASDAQ 2-State) | A-RVol v3 (NASDAQ) | A-RVol v3 (NASDAQ 2-State SQQQ) | A-RVol v3 (NASDAQ QQQ Moderate) | A-RVol v3 (NASDAQ Cash Defensive)
TOP_WHIPSAWS,20.0,A-RVol v3 (NASDAQ 2-State Cash),2009-09-02,MODERATE,DEFENSIVE,TQQQ,CASH,True,True,1,-0.068323420595002,,0.0,0.068323420595002,71.80118952859975,0.0,7.0,A-RVol v3 (NASDAQ 2-State Cash) | A-RVol v3 (NASDAQ 2-State) | A-RVol v3 (NASDAQ) | A-RVol v3 (NASDAQ QQQ Moderate) | A-RVol v3 (S&P 500) | A-RVol v3 (NASDAQ Cash Defensive) | A-RVol v3 (NASDAQ 2-State SQQQ)
TOP_WHIPSAWS,7.0,A-RVol v3 (Semiconductors),2024-04-19,MODERATE,DEFENSIVE,USD,TLT,True,True,4,-0.1509949865800826,,0.0360456436448648,0.1509949865800826,64.76425310197928,100.0,1.0,A-RVol v3 (Semiconductors)
TOP_WHIPSAWS,8.0,A-RVol v3 (Semiconductors),2018-10-10,MODERATE,DEFENSIVE,USD,TLT,True,True,4,-0.1446599029026632,,0.2141402181263232,0.1446599029026632,79.77202910178627,100.0,1.0,A-RVol v3 (Semiconductors)
TOP_WHIPSAWS,12.0,A-RVol v3 (Semiconductors),2011-03-15,MODERATE,DEFENSIVE,USD,TLT,True,True,4,-0.0960517022129696,,0.0295176808753779,0.0960517022129696,70.83521020447388,100.0,1.0,A-RVol v3 (Semiconductors)
TOP_WHIPSAWS,15.0,A-RVol v3 (Semiconductors),2021-05-12,MODERATE,DEFENSIVE,USD,TLT,True,True,2,-0.0912068466244697,,0.0292949208530453,0.0912068466244697,71.39877207330726,100.0,1.0,A-RVol v3 (Semiconductors)
BY_STRATEGY_LATE_EXITS,1.0,A-RVol v3 (NASDAQ 2-State Cash),1998-08-27,MODERATE,DEFENSIVE,TQQQ,CASH,True,True,3,-0.3912752067951167,,0.0256228960314072,,35.09680686709857,,,
BY_STRATEGY_LATE_EXITS,2.0,A-RVol v3 (NASDAQ 2-State Cash),1997-10-24,MODERATE,DEFENSIVE,TQQQ,CASH,True,True,2,-0.2435434820855706,,0.1935010219114414,,66.25486390264683,,,
BY_STRATEGY_LATE_EXITS,3.0,A-RVol v3 (NASDAQ 2-State Cash),2015-08-21,MODERATE,DEFENSIVE,TQQQ,CASH,True,True,3,-0.2277175398496347,,0.0568303938234581,,57.22032672392048,,,
BY_STRATEGY_LATE_EXITS,4.0,A-RVol v3 (NASDAQ 2-State Cash),1996-07-05,MODERATE,DEFENSIVE,TQQQ,CASH,True,False,8,-0.2165517573612416,,0.1574149991277106,,66.60698904686785,,,
BY_STRATEGY_LATE_EXITS,5.0,A-RVol v3 (NASDAQ 2-State Cash),2026-06-08,MODERATE,DEFENSIVE,TQQQ,CASH,True,False,34,-0.1794187666234452,,0.0618908591342638,,63.42101673592767,,,
BY_STRATEGY_LATE_EXITS,6.0,A-RVol v3 (NASDAQ 2-State Cash),2010-05-06,MODERATE,DEFENSIVE,TQQQ,CASH,True,True,2,-0.1656039803705303,,0.2246359974681079,,78.09840215298499,,,
BY_STRATEGY_LATE_EXITS,7.0,A-RVol v3 (NASDAQ 2-State Cash),1995-10-04,MODERATE,DEFENSIVE,TQQQ,CASH,True,True,5,-0.163270951213431,,0.0,,60.40748585438827,,,
BY_STRATEGY_LATE_EXITS,8.0,A-RVol v3 (NASDAQ 2-State Cash),2009-07-06,MODERATE,DEFENSIVE,TQQQ,CASH,True,True,1,-0.1552454981623757,,0.0,,61.37054022051491,,,
BY_STRATEGY_LATE_EXITS,9.0,A-RVol v3 (NASDAQ 2-State Cash),1994-04-05,MODERATE,DEFENSIVE,TQQQ,CASH,True,False,29,-0.1389627078345643,,0.0,,63.32447505985228,,,
BY_STRATEGY_LATE_EXITS,10.0,A-RVol v3 (NASDAQ 2-State Cash),1993-03-02,MODERATE,DEFENSIVE,TQQQ,CASH,True,False,200,-0.1385690113732324,,0.0,,63.37171863521211,,,
BY_STRATEGY_LATE_EXITS,11.0,A-RVol v3 (NASDAQ 2-State Cash),2009-07-08,MODERATE,DEFENSIVE,TQQQ,CASH,True,True,1,-0.1369559540678433,,0.0,,63.5652855118588,,,
