Date,From State,To State,Duration Days,Return 1D,Return 3D,Return 5D,Return 10D,Return 20D,Entry vs 10D Low,Exit vs Previous 10D High,Timing Score,Timing Class,Whipsaw
1998-09-01,DEFENSIVE,MODERATE,1,,,,,,,-0.040578722252035404,,N/A,True
1998-09-02,MODERATE,DEFENSIVE,48,0.0,0.0,0.0,0.0,0.0,0.0,-0.03621206058750415,92.75758788249917,EXCELLENT,False
1998-11-10,DEFENSIVE,MODERATE,17,0.0041226800528813,-0.017375945156442252,0.027013733869649226,0.14024824084917542,,0.017683207601923323,0.0,96.46335847961534,EXCELLENT,False
1998-12-04,MODERATE,DEFENSIVE,21,0.0,0.0,0.0,0.0,0.0,0.0,-0.0719835648436723,85.60328703126554,EXCELLENT,False
1999-01-06,DEFENSIVE,MODERATE,13,0.0022186821719243355,0.036313624467172456,-0.01785058499669201,-0.009771268604083283,,0.06498294410314087,0.0,87.00341117937182,EXCELLENT,False
1999-01-26,MODERATE,DEFENSIVE,113,0.0,0.0,0.0,0.0,0.0,0.0,-0.038097649495634545,92.3804701008731,EXCELLENT,False
1999-07-08,DEFENSIVE,MODERATE,70,0.015279293578174702,-0.001632139784172093,0.044814867372868106,-0.0825393880151889,-0.1275884034121324,0.1749729677335048,0.0,65.00540645329905,GOOD,False
1999-10-15,MODERATE,DEFENSIVE,15,0.0,0.0,0.0,0.0,,0.0,-0.08389608688470662,83.22078262305868,EXCELLENT,False
1999-11-05,DEFENSIVE,MODERATE,40,0.021925160948684352,0.029495058907506255,0.09665043195031853,0.20190891456846138,0.324149119587372,0.0,0.0,100.0,EXCELLENT,False
2000-01-04,MODERATE,DEFENSIVE,162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,EXCELLENT,False
2000-08-24,DEFENSIVE,MODERATE,17,-0.00959432968932894,0.00019174608594751952,0.06337417535413281,-0.07566855283232876,,0.22892757568976596,0.0,54.21448486204681,FAIR,False
2000-09-19,MODERATE,DEFENSIVE,647,-0.019830363093539805,-0.03352264498494184,-0.025496099408178985,0.009914666760624469,-0.011803817516776949,0.050595684496338666,-0.19844007791924756,60.31198441615049,GOOD,False
2003-04-22,DEFENSIVE,MODERATE,89,0.018922634737076782,-0.03554658142770206,0.024443933023841513,0.09012798901103869,0.01193335073587054,0.03685671152508574,-0.0004482332739933481,92.62865769498285,EXCELLENT,False
2003-08-27,MODERATE,AGGRESSIVE,13,0.030314235398214873,0.09728910802729951,0.1263098276054324,0.06607061121404012,,0.0,-0.008857919818660909,100.0,EXCELLENT,False
2003-09-16,AGGRESSIVE,MODERATE,78,-0.008801800880192001,0.013075185676501677,0.006294742321465208,-0.11513851870625147,0.0479771156125135,0.1301203873604131,-0.0861370038922481,73.97592252791738,GOOD,False
2004-01-07,MODERATE,AGGRESSIVE,24,0.0323101832017727,0.049897068923694166,0.0375359464980638,0.02826970398031614,-0.10360358941988279,0.12093168831517564,0.0,75.81366233696487,GOOD,False
2004-02-11,AGGRESSIVE,MODERATE,12,-0.017057423656868687,-0.010730024791036574,-0.039528886132655594,-0.0500931083273104,,0.07429986485435691,0.0,85.14002702912862,EXCELLENT,False
2004-03-01,MODERATE,AGGRESSIVE,10,-0.03293831375990164,-0.01752365015683721,-0.09717900075056918,,,0.2042509191261317,-0.04972673398837313,59.14981617477366,FAIR,False
2004-03-15,AGGRESSIVE,MODERATE,4,0.010187638856172576,0.025110609728968836,,,,0.0,-0.11786901891620594,100.0,EXCELLENT,True
2004-03-19,MODERATE,DEFENSIVE,4,-0.009562343309788335,-0.03722688709294952,,,,0.03866631358300454,-0.06356109346361627,87.28778130727675,EXCELLENT,True
2004-03-25,DEFENSIVE,MODERATE,45,-0.014784542732336758,0.0266668721173835,0.037686871088507656,0.08278320890720203,0.09625347321674771,0.015006405576846404,-0.052305881388190256,96.99871888463072,EXCELLENT,False
2004-05-28,MODERATE,AGGRESSIVE,16,0.004578417541736046,-0.043393322106424215,0.049072756441740584,0.020026132259839846,,0.04536171773541797,0.0,90.92765645291641,EXCELLENT,False
2004-06-23,AGGRESSIVE,MODERATE,19,-0.007076009600079813,-0.0009686759363662922,0.030490123896177446,-0.0840586667437978,,0.1549997655174422,-0.046658692641968647,69.00004689651156,GOOD,False
2004-07-21,MODERATE,DEFENSIVE,20,0.0031385455574735044,-0.009416302676782284,0.007532842340117529,0.005649715005633826,,0.041176812543562535,-0.04465320574760856,91.0693588504783,EXCELLENT,False
2004-08-18,DEFENSIVE,MODERATE,61,-0.015495809987457143,0.010026184590939957,0.036683427574230265,0.01910918678870721,0.07648600530969496,0.015739709535679935,-0.04494413151302312,96.85205809286401,EXCELLENT,False
2004-11-12,MODERATE,AGGRESSIVE,57,0.004663637854057212,0.02307837554023684,-0.015236088133031789,0.03752383222439626,0.11337732536233958,0.01997879344351361,0.0,96.00424131129728,EXCELLENT,False
2005-02-04,AGGRESSIVE,MODERATE,26,-0.007248176934842809,-0.036513515643984085,-0.006511626270726767,-0.027096305218514583,0.008931416802412606,0.05779641365240318,-0.03343286216827135,88.44071726951937,EXCELLENT,False
2005-03-15,MODERATE,AGGRESSIVE,26,-0.03190854762604933,-0.03606507450221896,-0.07425730434677902,-0.025431371629879962,-0.08833644615543634,0.09689588421398887,-0.039673146351351773,80.62082315720222,EXCELLENT,False
2005-04-21,AGGRESSIVE,MODERATE,20,-0.03631484148426212,-0.03795302636453746,-0.053403845150871265,0.0010645500582802114,,0.05641671464362008,-0.18033295046233266,88.71665707127599,EXCELLENT,False
2005-05-19,MODERATE,AGGRESSIVE,109,0.012746579899969745,0.0368506130548214,0.05266520564491395,0.040833597910667985,0.026399740434071894,0.00845699603161476,0.0,98.30860079367704,EXCELLENT,False
2005-10-24,AGGRESSIVE,MODERATE,18,-0.006278861143721004,-0.059595588052285264,-0.016139066812944747,0.04573966172380928,,0.06337229738092587,-0.009674185436779559,87.32554052381482,EXCELLENT,False
2005-11-17,MODERATE,AGGRESSIVE,33,0.005787696859153035,0.03073938170343493,0.04253758532298346,0.05376749124688396,0.018864275291240906,0.010682644238736438,-0.0029980639731250758,97.86347115225271,EXCELLENT,False
2006-01-06,AGGRESSIVE,MODERATE,9,0.0077396433458920555,0.0262062698361063,0.012372081133680712,,,0.023442081910869605,0.0,95.31158361782607,EXCELLENT,False
2006-01-20,MODERATE,DEFENSIVE,15,0.010326081285254363,0.017028960393422388,0.007789860493343959,0.023550710490811033,,0.01098905321586674,-0.03331875053219169,93.33624989356166,EXCELLENT,False
2006-02-10,DEFENSIVE,MODERATE,30,-0.02177878844960779,0.01036261856093712,0.012224567481171844,0.03540268362009269,-0.018106808840565147,0.02874152608490288,-0.014040000763207106,94.25169478301942,EXCELLENT,False
2006-03-27,MODERATE,AGGRESSIVE,44,-0.014029538814212872,0.04837382094342102,0.04383322237873899,0.06297317978421368,0.02402634248952884,0.014229167471548898,-0.017730521909745,97.15416650569023,EXCELLENT,False
2006-05-30,AGGRESSIVE,MODERATE,2,0.01029620645906193,,,,,0.0,-0.05773938075091245,100.0,EXCELLENT,True
2006-06-01,MODERATE,DEFENSIVE,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,EXCELLENT,False
2006-08-14,DEFENSIVE,MODERATE,22,0.052115795122394726,0.10920986754810569,0.08743031338967877,0.09987593847153686,0.16039223567091,0.0,0.0,100.0,EXCELLENT,False
2006-09-14,MODERATE,AGGRESSIVE,112,0.01314636518128176,-0.00902253886075255,0.014713496214775912,0.06138019787298643,0.16462481575997323,0.009154300028046736,0.0,98.16913999439065,EXCELLENT,False
2007-02-27,AGGRESSIVE,MODERATE,1,,,,,,,-0.026478719147215002,,N/A,True
2007-02-28,MODERATE,DEFENSIVE,14,-0.009927852418505467,-0.0533995618606955,-0.03279182002250025,-0.03820704876603609,,0.056411934443703515,-0.026478719147215002,94.704256170557,EXCELLENT,False
2007-03-20,DEFENSIVE,MODERATE,10,0.03703702574500567,0.021851883811312645,0.018789162511533508,,,0.003821223660705586,0.0,99.23575526785888,EXCELLENT,False
2007-04-03,MODERATE,AGGRESSIVE,82,0.008569001866818748,0.01828109105868614,-0.00010778493747087836,0.05506381327020793,0.14983913949337357,0.00010779655631609764,-0.03938499998132483,99.97844068873678,EXCELLENT,False
2007-07-31,AGGRESSIVE,MODERATE,1,,,,,,,-0.1167176208172771,,N/A,True
2007-08-01,MODERATE,DEFENSIVE,39,-0.0006067179636309872,0.008948829594413121,0.01274073007739207,0.0030334740985356046,0.0021234550128987895,0.019325912091870512,-0.1167176208172771,76.65647583654459,GOOD,False
2007-09-26,DEFENSIVE,MODERATE,2,0.013135808127017201,,,,,0.0,-0.00536302782043141,100.0,EXCELLENT,True
2007-09-28,MODERATE,AGGRESSIVE,15,0.03664939480861906,0.015194797185638986,0.08195296017795095,0.12056801711176268,,0.0,0.0,100.0,EXCELLENT,False
2007-10-19,AGGRESSIVE,MODERATE,2,0.021097575166566074,,,,,0.0,0.0,100.0,EXCELLENT,True
2007-10-23,MODERATE,DEFENSIVE,132,0.003854755725011927,0.032699707227195285,0.028180181079203726,0.08241388636958957,0.05636046357265956,0.0,0.0,100.0,EXCELLENT,False
2008-05-02,DEFENSIVE,MODERATE,24,-0.012895918056205269,-0.030512232838400544,-0.029821315844364205,0.04317808507063181,0.018653139974572408,0.03368204796820917,-0.07316270891486543,93.26359040635816,EXCELLENT,False
2008-06-06,MODERATE,DEFENSIVE,250,0.029411439313734355,0.010230130665809245,0.00674235608035656,-0.0005063240287044302,-0.03524126657744364,0.036528580003025723,0.0,100.0,EXCELLENT,False
2009-06-04,DEFENSIVE,MODERATE,21,0.00256672116837664,0.011552851272422782,0.00256672116837664,-0.053401692364654973,-0.06238842385626253,0.10121684364713235,-0.04105993641115313,79.75663127057354,GOOD,False
2009-07-06,MODERATE,DEFENSIVE,1,,,,,,,-0.045479507855404555,90.90409842891908,EXCELLENT,True
2009-07-07,DEFENSIVE,MODERATE,1,,,,,,,-0.045479507855404555,,N/A,True
2009-07-08,MODERATE,DEFENSIVE,1,,,,,,,-0.045479507855404555,90.90409842891908,EXCELLENT,True
2009-07-09,DEFENSIVE,MODERATE,1,,,,,,,-0.045479507855404555,,N/A,True
2009-07-10,MODERATE,DEFENSIVE,1,,,,,,,-0.045479507855404555,90.90409842891908,EXCELLENT,True
2009-07-13,DEFENSIVE,MODERATE,17,0.007143260874809432,0.09999986057159549,0.13351737224295612,0.22115343467404802,,0.0,-0.045479507855404555,100.0,EXCELLENT,False
2009-08-05,MODERATE,AGGRESSIVE,8,-0.02639277965744702,-0.008474918062971848,0.007336277876062169,,,0.039120241680105305,-0.000652113176039637,92.17595166397894,EXCELLENT,False
2009-08-17,AGGRESSIVE,MODERATE,10,0.028099344817669403,0.06776855801447512,0.09256162037081239,,,0.0,-0.03154155070666986,100.0,EXCELLENT,False
2009-08-31,MODERATE,DEFENSIVE,1,,,,,,,0.0,100.0,EXCELLENT,True
2009-09-01,DEFENSIVE,MODERATE,1,,,,,,,0.0,,N/A,True
2009-09-02,MODERATE,DEFENSIVE,1,,,,,,,0.0,100.0,EXCELLENT,True
2009-09-03,DEFENSIVE,MODERATE,1,,,,,,,0.0,,N/A,True
2009-09-04,MODERATE,DEFENSIVE,1,,,,,,,0.0,100.0,EXCELLENT,True
2009-09-08,DEFENSIVE,MODERATE,10,0.01667057698976282,0.037349124445642534,0.05254237399834949,,,0.0,0.0,100.0,EXCELLENT,False
2009-09-22,MODERATE,AGGRESSIVE,10,-0.01708811800729726,-0.06833281748063458,-0.03011561398417062,,,0.1409935895927361,0.0,71.80128208145278,GOOD,False
2009-10-06,AGGRESSIVE,MODERATE,12,0.005783519815343086,0.025328389296675136,0.03011496263007607,0.061428145300542525,,0.0,-0.10285899761438311,100.0,EXCELLENT,False
2009-10-22,MODERATE,AGGRESSIVE,6,-0.016293426178052406,-0.06860891572243855,-0.08921307262106237,,,0.1550451899068901,-0.003946919018923967,68.99096201862199,GOOD,False
2009-10-30,AGGRESSIVE,MODERATE,26,0.007965891590004714,0.018238338848129088,0.08071275205661177,0.15324869796866247,0.1262049015658806,0.0,-0.09280787486692166,100.0,EXCELLENT,False
2009-12-08,MODERATE,AGGRESSIVE,30,0.028621597313729152,0.03235680270584895,0.042432653478438276,0.11881293519725245,0.1851848937886198,0.0,-0.01283705936123325,100.0,EXCELLENT,False
2010-01-22,AGGRESSIVE,MODERATE,5,0.005795907544066559,0.023003456047879567,,,,0.02888484034373473,-0.07045593413721696,94.22303193125305,EXCELLENT,True
2010-01-29,MODERATE,DEFENSIVE,11,0.0,0.0,0.0,0.0,,0.0,-0.09655188859402708,80.68962228119459,EXCELLENT,False
2010-02-16,DEFENSIVE,MODERATE,8,0.010652691574155826,0.022390863187676358,-0.007764869148803255,,,0.007825634174172036,0.0,98.4348731651656,EXCELLENT,False
2010-02-26,MODERATE,AGGRESSIVE,46,0.04289411262760656,0.05499148922987396,0.11378498221008848,0.18087020750179095,0.2328384986745229,0.0,-0.009525052389961597,100.0,EXCELLENT,False
2010-05-04,AGGRESSIVE,MODERATE,2,-0.009726497549683799,,,,,0.009822031515148932,-0.038961829179354424,98.03559369697021,EXCELLENT,True
2010-05-06,MODERATE,DEFENSIVE,2,-0.012500557254365718,,,,,0.012658799299784196,-0.048309364592994064,90.33812708140118,EXCELLENT,True
2010-05-10,DEFENSIVE,MODERATE,1,,,,,,,-0.053168665331619125,,N/A,True
2010-05-11,MODERATE,DEFENSIVE,54,0.006132917630615964,-0.0024034552190088654,-0.009696716085110246,-0.027349601786843647,-0.0008288256297062091,0.04721404603169499,-0.04214626159344592,91.57074768131082,EXCELLENT,False
2010-07-28,DEFENSIVE,MODERATE,17,-0.015034938984776813,0.02614138917689668,0.038783963398629995,-0.02955714738267934,,0.06302111757978657,-0.040490285646329616,87.39577648404268,EXCELLENT,False
2010-08-20,MODERATE,DEFENSIVE,16,0.00018825774025876818,0.012919915225792611,-0.006506251435622334,-0.02029222076547954,,0.03328274228789341,-0.09331990324056683,81.33601935188663,EXCELLENT,False
2010-09-14,DEFENSIVE,MODERATE,8,0.012789626321463299,0.027197611861917936,0.06054746628441299,,,0.0,-0.0500559357711039,100.0,EXCELLENT,False
2010-09-24,MODERATE,AGGRESSIVE,47,-0.011447610543939168,-0.016946565388169743,-0.0332724154237124,0.006564884731059095,0.12261344772419958,0.07159418564388598,-0.0063973715801642905,85.68116287122281,EXCELLENT,False
2010-12-01,AGGRESSIVE,MODERATE,11,0.02106267297229447,0.024809491092600888,0.034887873917507806,0.03669746893002568,,0.0,-0.05737513386128745,100.0,EXCELLENT,False
2010-12-16,MODERATE,AGGRESSIVE,52,0.0030458993431812242,0.022330267389492953,0.015630836835387907,0.0007433672748751174,0.14454916819546781,0.0,-0.012310765263215506,100.0,EXCELLENT,False
2011-03-03,AGGRESSIVE,MODERATE,24,-0.011005443789773306,-0.029348299428651248,-0.07185994636994575,-0.12214068699490421,-0.029240463215788326,0.15893479002358912,-0.09121479372801111,68.21304199528217,GOOD,False
2011-04-06,MODERATE,AGGRESSIVE,48,-0.00023738252574545537,-0.0241265925659091,-0.020559916550832558,0.030545936879402102,0.053602304856263494,0.05359213330690582,-0.012105460604009743,89.28157333861884,EXCELLENT,False
2011-06-15,AGGRESSIVE,MODERATE,1,,,,,,,-0.0987281351351098,,N/A,True
2011-06-16,MODERATE,DEFENSIVE,4,0.006511386270756869,0.012015796948815716,,,,0.0,-0.0987281351351098,80.25437297297803,EXCELLENT,True
2011-06-22,DEFENSIVE,MODERATE,28,0.01857304475190613,0.014907836965718735,0.053396668849281514,0.16324547533133127,0.15408116789077964,0.01727769935910728,0.0,96.54446012817854,EXCELLENT,False
2011-08-02,MODERATE,DEFENSIVE,99,-0.00018572795011984056,0.0014239457742402095,0.04389546898432983,0.07677063873504708,0.1088410188585669,0.00547811806621068,-0.061138181971078454,87.7723636057843,EXCELLENT,False
2011-12-21,DEFENSIVE,MODERATE,14,0.01713739748870524,0.041079064832073575,0.031376107935409125,0.09828646686489484,,0.0,-0.07331758333199712,100.0,EXCELLENT,False
2012-01-12,MODERATE,AGGRESSIVE,71,-0.011467742983331308,0.05539848407871295,0.0717585278888293,0.10551325534828404,0.220302439627718,0.011600777720638389,0.0,97.67984445587233,EXCELLENT,False
2012-04-25,AGGRESSIVE,MODERATE,15,0.011934584626533518,0.00958245312391548,0.017248714913959518,-0.06228754379346568,,0.10184271521531607,-0.10893318525041495,79.63145695693679,GOOD,False
2012-05-16,MODERATE,AGGRESSIVE,3,-0.06153204681621194,,,,,0.11013035300361684,-0.10781843462092067,77.97392939927663,GOOD,True
2012-05-21,AGGRESSIVE,MODERATE,7,-0.0017809375751847156,-0.009298023300300384,0.011473840914534295,,,0.013432510371967687,-0.13761400838126192,97.31349792560647,EXCELLENT,False
2012-05-31,MODERATE,DEFENSIVE,1,,,,,,,-0.10366014889850428,79.26797022029915,GOOD,True
2012-06-01,DEFENSIVE,MODERATE,1,,,,,,,-0.04489029373818387,,N/A,True
2012-06-04,MODERATE,DEFENSIVE,1,,,,,,,-0.016233504946777,96.7532990106446,EXCELLENT,True
2012-06-05,DEFENSIVE,MODERATE,49,0.04657404638282259,0.05837301921928417,0.046367168786437096,0.10784496819236677,0.12730245270402785,0.0,-0.016233504946777,100.0,EXCELLENT,False
2012-08-14,MODERATE,AGGRESSIVE,58,0.007077617134330527,0.057501738438940464,0.049363964488051026,0.060509563299234514,0.06917858721813275,0.0,0.0,100.0,EXCELLENT,False
2012-11-07,AGGRESSIVE,MODERATE,16,-0.02943393652322024,-0.02377356695158772,-0.05981102244467029,-0.008301615109158167,,0.0715729504805056,-0.014514364432568705,85.68540990389889,EXCELLENT,False
2012-11-30,MODERATE,AGGRESSIVE,21,-0.004924542273397892,-0.04186453893906095,-0.04091682739224145,-0.052093574741053805,-0.019321752800976588,0.08621399833014753,0.0,82.75720033397049,EXCELLENT,False
2013-01-02,AGGRESSIVE,MODERATE,15,-0.009254601344655389,-0.014567606195036498,-0.012853813396929814,-0.008740790856741065,,0.017614521924342652,-0.04834556858438954,96.47709561513147,EXCELLENT,False
2013-01-24,MODERATE,AGGRESSIVE,58,0.014859636263092169,0.022108907174201553,0.009967297499123173,0.026458404267121205,0.015765863311015815,0.013406392171809056,0.0,97.31872156563819,EXCELLENT,False
2013-04-18,AGGRESSIVE,MODERATE,14,0.027739745350984446,0.06788395894518495,0.07839411082583014,0.12491389927770191,,0.0,-0.08138239427081928,100.0,EXCELLENT,False
2013-05-08,MODERATE,AGGRESSIVE,33,-0.0035307381768260315,0.017365156890633004,0.03995477622802235,0.03854261693763461,-0.01736609175762882,0.030105318450317275,-0.0011881102097396345,93.97893630993654,EXCELLENT,False
2013-06-25,AGGRESSIVE,MODERATE,12,0.01701331614481716,0.028040004804690266,0.043163252050295364,0.09530589385805421,,0.0,-0.14285658766524745,100.0,EXCELLENT,False
2013-07-12,MODERATE,AGGRESSIVE,67,0.007784508924769007,0.010974734089313376,-0.026926628124680163,0.0011492431245097023,0.04606920824985883,0.04354694255088609,0.0,91.29061148982278,EXCELLENT,False
2013-10-16,AGGRESSIVE,MODERATE,9,0.011437746887538847,0.04839865923895936,0.03924883636840071,,,0.0,-0.010689540380661167,100.0,EXCELLENT,False
2013-10-29,MODERATE,AGGRESSIVE,59,-0.003163268972887545,-0.010064946722234902,-0.0010543845249886274,-0.02079919739041769,0.05405910346038767,0.061666950799390774,0.0,87.66660984012185,EXCELLENT,False
2014-01-24,AGGRESSIVE,MODERATE,4,-0.017914591516266953,-0.04017797300365733,,,,0.04185981554246032,-0.012022273359653002,91.62803689150793,EXCELLENT,True
2014-01-30,MODERATE,DEFENSIVE,17,0.008251342703838205,-0.005673083371570686,-0.0028366521100493536,0.03197533328067359,,0.010159246174489489,-0.0517172157888236,89.65655684223528,EXCELLENT,False
2014-02-25,DEFENSIVE,MODERATE,1,,,,,,,-0.0024662819667625735,,N/A,True
